CO_CODE,CTU_CODE,CTU_ID,COCTU_ID,CTU_NAME,YEAR,NONRES_TYPE_DESC,BLDG_NAME,BLDG_DESC,PERMIT_TYPE,PERMIT_VALUE,SQF,ADDRESS,ZIP_CODE,PIN,PLANNING_AREA
123,40382,02395846,12302395846,Maplewood,2004,Office,St. Croix Development,Office,N,270000,6500,2097 County Rd D E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Office,St. Croix Development,Office,N,335000,6500,2103 County Rd D E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Office,Edina Realty,Office,N,1500000,15700,2966 White Bear Ave,55109,022922240013,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Office/Warehouse,Ohlson Landscaping,Property maintenance shop/office,N,100000,3260,1949 Atlantic,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Other Commercial Services,Jiffy Lube,Auto service,N,330000,2620,3071 White Bear Ave,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Other Commercial Services,Venburg Tire,Auto repair,N,900000,9860,3001 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Retail,Jared Jewelers,Retail,N,700000,5780,3081 White Bear Ave,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Retail,Chesapeake Companies,Retail,N,800000,9000,3095 White Bear Ave N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Retail,Ashley Furniture,Retail,N,2000000,45200,1777 County Rd D E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Retail,University Auto,Auto Sales/Shop,A,145000,5050,1145 Highway 36,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2004,Transit,Metro Transit Center,Parking,N,773862,750,1793 Beam Ave,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Eating and Drinking Establishments,TGI Friday's,Restaurant,N,1200000,5756,3087 White Bear Av N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Government Office,Ramsey County,800Mhz shelter bldg,N,202000,360,645 Sterling St,55119,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Manufacturing,3M Bldg 232,Chilling building,N,1079874,1600,2301 McKnight Rd,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Manufacturing,3M Bldg 246,Cooling tower &amp; basin,N,959477,2108,2301 McKnight Rd,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Medical--Commercial,Kennard Professional,Office/medical,N,3145000,45732,3100 Kennard,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office,Harbor Pointe Office,Office,N,270000,6500,2115 Co Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office,Harbor Pointe Office,Office,N,270000,6500,2109 Co Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office,3M Bldg 229,Parking ramp,N,450000,471200,2301 McKnight Rd,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office,3M Bldg 278,Office,N,14880000,83000,2301 McKnight Rd,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office,Harbor Pointe Office,Office,N,270000,6500,2127 Co Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Office and Retail,Maplewood Retail Center,Retail; office/bank,N,1060000,12594,1275 Co Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Public Works,City of Maplewood,Public works garage/office,A,1900000,24464,1902 Co Rd B,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Retail,CVS/Pharmacy,Pharmacy/retail,N,1750000,15743,2196 White Bear Av,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Retail,Maplewood Imports Audi,Car dealership,N,4900000,36520,2450 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2005,Schools,Mounds Park Academy,School,A,10000000,93595,2051 Larpenteur Av,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Government Office,Ramsey County Library,Library,N,5922000,30920,3025 Southlawn Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Medical--Commercial,Regions Hospital Sleep Center,Medical,N,1200000,7084,2688 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Office/Warehouse,Mapleleaf Business Center,Office/warehouse,N,699975,13632,2485 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Office/Warehouse,Mapleleaf Business Center,Office/warehouse,N,788160,15375,2475 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Office/Warehouse,Mapleleaf Business Center,Office/warehouse,N,1267665,24720,2495 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Other Commercial Services,Lexus of Maplewood,Repair shop,N,4197000,29261,1245 County Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Retail,Best Buy,Retail,N,2100000,44983,1795 County Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2006,Schools,Hill Murray,School,A,4850000,29320,2625 Larpenteur,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Bank,Premier Bank,Bank,A,850000,9264,2866 White Bear Av N,55109,022922310001,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Eating and Drinking Establishments,Caribou Coffee,Coffee shop,N,414000,1861,1720 Rice St,55117,182922330034,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Eating and Drinking Establishments,Little Caesars Pizza,Restaurant,A,400000,1607,1688 White Bear Av N,55109,14922330021,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Government Office,Ramsey County,Correctional facility,A,15992316,59316,297 Century Av S,55119,122822110001,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Hospitals and Nursing Homes,Comforts of Home,Nursing home,N,3200000,29397,2300 Hazelwood St,55109,102922420030,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Other Commercial Services,Acorn Mini Storage,Mini storage,A,600000,17780,2457 Maplewood Dr,55109,092922130006,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Retail,Menards,Retail,A,755000,17308,2280 Maplewood Dr N,55109,092922430042,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Retail,Maplewood Toyota,Parking ramp,N,2190583,83540,2905 Maplewood Dr,55109,042922140070,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Retail,Walgreens,Pharmacy/retail,N,1159200,14500,1700 Rice St,55107,182922330037,Developed Communities
123,40382,02395846,12302395846,Maplewood,2007,Retail,Walgreens,Retail,N,2200000,14820,2920 White Bear Av N,55109,022922240004,Developed Communities
123,40382,02395846,12302395846,Maplewood,2008,Government Office,Ramsey County,Correctional facility,A,431000,2446,297 Century Ave S,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2008,Religious,St Paul Monastery,Monastery,N,10000000,47580,2675 Benet Rd,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2008,Religious,Salvation Army,Temple,A,294761,3000,2080 Woodlynn Ave E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2008,Retail,Costco,Retail; store &amp; gas station canopy,N,10700000,152000,1431 Beam Ave E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Government Office,Ramsey County,Restroom,N,200000,,900 Parkway,55117,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Medical--Commercial,Lemke Dental Lab,Office,N,,9802,1420 Co Rd D,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Recreation Public,Ramsey County,Park shelters,N,150000,,2161 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Recreation Public,Ramsey County,Park shelters,N,150000,,2101 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Recreation Public,Ramsey County,Park shelters,N,150000,,2003 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Recreation Public,Ramsey County,Restroom,N,200000,,2001 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2009,Schools,Waldorf School,School,N,950000,6850,70 County Rd B E 55117,55117,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2010,Office,Feed Products,Office,N,365000,1997,1300 McKnight Rd N,55119,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2010,Retail,Goodwill,Goodwill store,N,1016197,20928,2580 White Bear Ave N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2011,Eating and Drinking Establishments,Wendy's,Wendy's Restaurant,N,860000,3329,1975 County Rd D East,55109,353022000000,Developed Communities
123,40382,02395846,12302395846,Maplewood,2011,Recreation Public,Keller Regional Park Shelter,Picnic Shelter,N,200000,,900 Parkway Dr E,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2011,Recreation Public,Keller Regional Park Shelters,3 Picnic Shelters,N,831000,,1964 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Arts Entertainment and Recreation,Pro Shop,Keller Golf Course Pro Shop,N,618195,,2166 Maplewood Drive N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Arts Entertainment and Recreation,Clubhouse,Keller Golf Course Clubhouse,N,3018241,,2166 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Office and Retail,Kennard East Professional Bldg,Professional Bldg,N,2600000,,1725 Legacy Pkwy,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Office and Retail,Venner Plaza,Multi tenant retail,N,1600000,,1987 County Road D East,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Other Commercial Services,LaMettrys Collision,Automobile Service Garage,N,1000000,,2951 Maplewood Dr,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Public Works,MNDOT,Bridge Crew Bldg,N,3612898,,1771 McMenemy St N,55117,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Retail,Maplewood Toyota,Addition &amp; Remodel,A,1911000,,2873 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Retail,Maplewood Toyota,Maplewood Toyota Addition &amp; Remodel (Former LaMettrys Collision),A,139190,,2923 Maplewood Dr N,55109,,Developed Communities
123,40382,02395846,12302395846,Maplewood,2012,Transit,Metro Transit Parking Structure,Parking Ramp,N,11152300,,1791 Beam Ave E,55109,,Developed Communities
163,40562,02395007,16302395007,Marine on St. Croix,2003,No Projects,None,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2004,No Projects,None,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2005,Arts Entertainment and Recreation,Kiwanis Club,Recreation,A,212300,2422,15987 St. Croix Trl,55047,1803119120002,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2006,No Projects,None,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2007,No Projects,None,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2008,No Projects,None reported,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2009,No Projects,None,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2010,No Projects,,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2011,No Projects,,,,,,,,,Rural Centers
163,40562,02395007,16302395007,Marine on St. Croix,2012,No Projects,,,,,,,,,Rural Centers
037,40724,00664919,03700664919,Marshan Township,2003,No Data,No response,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2004,No Data,No response,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2005,No Data,NO RESPONSE,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2006,No Projects,None,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2007,No Data,No survey response,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2008,No Projects,None reported,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2009,No Data,None,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2010,No Data,,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2011,No Projects,,,,,,,,,Rural Communities: Ag Preserve
037,40724,00664919,03700664919,Marshan Township,2012,No Projects,,,,,,,,,Rural Communities: Ag Preserve
163,41120,00664932,16300664932,May Township,2003,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2004,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2005,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2006,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2007,Recreation Public,Big Marine Park Reserve,Park and contact station,N,365000,1326,17495 Manning Tr N,,0503120240003,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2007,Recreation Public,Big Marine Park Reserve,Park and restroom building,N,167000,814,17505 Manning Tr N,,0503120240003,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2007,Recreation Public,Big Marine Park Reserve,Swimming beach facility,N,300000,1653,17525 Manning Tr N,,0503120240003,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2008,No Projects,None reported,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2009,No Projects,None,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2010,No Projects,,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2011,No Projects,,,,,,,,,Rural Communities: Diversified Rural Communities
163,41120,00664932,16300664932,May Township,2012,Recreation Public,Veterans Campground on Big Marine Lake,Shower house/storm shelter,N,326000,,11300 180th St N,,,Rural Communities: Diversified Rural Communities
019,41138,02395049,01902395049,Mayer,2003,Other Commercial Services,Bob's Repair,Repair shop,N,140000,6840,6180 Hwy 25,55360,500310500,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2003,Other Commercial Services,Expert Asphalt,Maintenance shed,N,104000,8064,604 Shimmcor St,55360,507000040,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2003,Public Works,City of Mayer,Water tower,N,607000,,669 Shimmcor St,55360,507010090,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2004,Manufacturing,Charlie Leuthna,Cabinet Shop,N,316500,5384,620 Shimmer St,55360,507010010,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2004,Other Commercial Services,Brad Quaas,Auto Repair,N,310000,3520,870 Shimmer St,55360,507000110,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2005,Other Commercial Services,Great Plains Mini Storage,Storage,A,472000,,505 Shimmcor St,55360,507000090,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2006,Public Works,Mayer water treatment,Water treatment,N,837400,980,121 2nd St NW,55360,500500211,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2007,No Projects,None,,,,,,,,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2008,No Projects,None reported,,,,,,,,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2009,Warehouse,Mayer Lumber Co. Inc.,Warehouse,N,149780,13410,201 Ash Ave S,55360,502400380,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2010,No Projects,,,,,,,,,Rural Growth Centers
019,41138,02395049,01902395049,Mayer,2012,No Projects,,,,,,,,,Rural Growth Centers
053,41462,02395082,05302395082,Medicine Lake,2003,Office,Larry Berger and Associates,CPA office,A,350000,3000,1143 South Shore Dr,55441,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2004,No Projects,None,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2005,No Projects,None,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2006,Office,Berger Accountants,Office,A,300000,1700,1143 South Shore Dr,55441,3611822220002,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2007,No Projects,None,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2008,No Projects,No activity,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2009,No Projects,None,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2010,No Projects,,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2011,No Projects,,,,,,,,,Developed Communities
053,41462,02395082,05302395082,Medicine Lake,2012,No Projects,,,,,,,,,Developed Communities
053,41480,02395084,05302395084,Medina,2003,Arts Entertainment and Recreation,Rolling Green Country Club,Cabana addition/pool renovation,A,490000,,400 Evergreen Rd,55340,0111823310001,Developing Communities
053,41480,02395084,05302395084,Medina,2003,Office,Dean Johnson Homes,Office,N,563000,9176,4700 County Rd 19,55357,0611823120004,Developing Communities
053,41480,02395084,05302395084,Medina,2003,Utilities--Commercial,Qwest,Phone equipment building,A,650000,1750,3585 Pinto Dr,55340,1111823140008,Developing Communities
053,41480,02395084,05302395084,Medina,2003,Warehouse,WG Anderson,Warehouse addition,A,700000,27000,4535 Willow Dr,55340,0411823130003,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Bank,Hamel State Bank,Bank,A,1500000,12000,145 Hamel Rd,55340,1211823410071,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,Klingelhutz-Developer,Office Suites,N,190000,1536,883 Meander Ct,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,Klingelhutz-Developer,Office Suites,N,190000,1536,885 Meander Ct,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,Klingelhutz-Developer,Office Suites,N,190000,1536,881 Meander Ct,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,C&amp;C Invest.,Office Suites,N,200000,1500,1380 Hamel Rd,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,C&amp;C Invest.,Office Suites,N,200000,1500,1378 Hamel Rd,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,Klingelhutz-Developer,Office Suites,N,350000,10344,813 and 817 and 821 Meander Ct,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Office,C&amp;C Invest.,Office Suites,N,466500,1500,1360 Hamel Rd,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Recreation Public,Hamel Lions Community Building,Community center,N,638000,4700,3200 Mill Dr,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2004,Recreation Public,Three Rivers Park,Park shower building,A,759000,2800,2330 County Rd 19,55359,,Developing Communities
053,41480,02395084,05302395084,Medina,2005,Office,Klingelhutz Dev,Office,N,350000,,833-43 Meander Ct,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2005,Public Works,City of Medina,City water treatment plant,N,1000000,,780 Tower Dr,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2005,Retail,Target,Retail,N,7500000,126000,300 Hwy 55,55340,,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Bank,Wells Fargo,Bank,N,930000,5144,330 Clydesdale Trl,55340,1211823130034,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Office and Retail,Rolling Green Business Ctr,Com'l/retail/office and spec,N,117000,3500,829 Meander Ct,55340,0122823440057,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Office and Retail,Rolling Green Business Ctr,Com'l/retail/office and spec,N,134000,3760,825 Meander Ct,55340,0211823440057,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Office and Retail,Rolling Green Business Ctr,Com'l/retail/office and spec,N,117000,3500,833 Meander Ct,55340,0211823440057,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Office/Warehouse,Adams Pest Control,Office/warehouse and spec commercial,N,1600000,13436,922 Hwy 55,55340,1111823110014,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Retail,Westridge Development,Multi-tenant commercial/retail,N,1015000,10801,212 Clydesdale Trl,55340,1211823140156,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Retail,Ryan Companies and Inline Retail,Multi-tenant com'l/retail,N,1725000,26977,302-318 Clydesdale Trl,55340,1211823130033,Developing Communities
053,41480,02395084,05302395084,Medina,2006,Retail,PRC and LLC - Park Commons,Multi-tenant commercial/retail,N,875000,6654,1400 Baker Park Rd,55359,3011823220007,Developing Communities
053,41480,02395084,05302395084,Medina,2007,Office,Rolling Green Business Ctr,Office,N,300000,3500,873-873 Meander Ct,55340,0211823440032,Developing Communities
053,41480,02395084,05302395084,Medina,2007,Office/Warehouse,Loram Maintenance of Way,Office/warehouse,A,11400000,82000,3900 Arrowhead Dr,55340,1111823220002,Developing Communities
053,41480,02395084,05302395084,Medina,2007,Retail,Clydesdale Marketplace,Retail/service/coffee shop,N,961000,6000,325 Clydesdale Tr,55340,1211823130037,Developing Communities
053,41480,02395084,05302395084,Medina,2008,Bank,West Financial,Bank,N,1400000,5476,3575 Sioux Dr,55340,1211823410116,Developing Communities
053,41480,02395084,05302395084,Medina,2009,Recreation Public,Hamel Field House,Concession Stand Ball field,N,293846,856,4525 Brockton Ln,55340,12-118-23-44-0017,Developing Communities
053,41480,02395084,05302395084,Medina,2010,Office,OSI,Corporate Headquarters,N,11217300,97177,4101 Arrowhead Drive,55340,311823440004,Developing Communities
053,41480,02395084,05302395084,Medina,2010,Recreation Public,Three Rivers Near Wilderness Office Building,Office building,N,287694,696,4001 County Road 24,55356,2011823210003,Developing Communities
053,41480,02395084,05302395084,Medina,2011,No Projects,,,,,,,,,Developing Communities
053,41480,02395084,05302395084,Medina,2012,No Projects,,,,,,,,,Developing Communities
037,41678,02395096,03702395096,Mendota,2003,No Projects,None,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2004,No Projects,None,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2005,No Projects,None,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2006,No Projects,None,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2007,Eating and Drinking Establishments,Lucky 13,Bar/restaurant,N,770000,5000,1352 Highway 13,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2007,Eating and Drinking Establishments,VFW,Bar/meeting space,A,243000,1700,1323 Highway 13,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2008,No Projects,No activity,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2009,No Projects,None,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2010,No Projects,,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2011,No Projects,,,,,,,,,Developed Communities
037,41678,02395096,03702395096,Mendota,2012,No Projects,,,,,,,,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2003,Arts Entertainment and Recreation,Greg Bolton,Martial arts dojo,A,103000,,780 Plaza Dr S,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2003,Office,Centre Pointe 6,Office building shell,N,700000,40345,1180 Centre Point Cir,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2003,Office/Warehouse,United Properties,Office/warehouse building shell,N,1200000,38400,2400 Pilot Knob Rd,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2003,Schools,St Thomas Ice Arena,Ice arena,N,3500000,42273,950 Mendota Heights Rd,,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Arts Entertainment and Recreation,Somerset Country Club,Maintenance shop,N,390000,4500,1416 Dodd Rd,55118,270380001054,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Bank,Gateway Bank,Bank,N,1100000,7927,745 Market St,55118,274833501001,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Manufacturing,LCS Company,Manufacturing,A,775000,11606,1408 Sibley Memorial Hwy,55118,270330002075,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Manufacturing,Lloyd's BBQ,Meat processing,A,200000,3165,1455 Mendota Heights Rd,55120,270330006078,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Religious,St. Peters Church,Church,N,4300000,28617,1405 Sibley Memorial Hwy,55118,270400002002,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Schools,Brown College,College-building shell,N,3016000,70150,1315 Mendota Heights Rd,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2004,Schools,Saint Thomas Academy,College-temporary dome structure,N,189000,14986,949 Mendota Heights Rd,55120,270350001051,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office,Klingelhutz Development Co,Office; shell,N,400000,3328,2315-2317 Waters Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office,Klingelhutz Development Co,Office; shell,N,400000,5780,2295-2301 Waters Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office,Mendota Heights Office Center,Office; shell,N,525000,14486,2520 Lexington Av,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office,Klingelhutz Development Co,Office; shell,N,600000,4992,2303-2313 Waters Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office and Retail,Village at Mendota Heights LLC,Mixed use--shell,N,2695000,47539,702-724 Main St,55118,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office and Retail,Village at Mendota Heights LLC,Mixed use--shell,N,562500,7500,726-736 Main St,55118,274833502007,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office and Retail,Village at Mendota Heights LLC,Mixed use--shell,N,217500,2900,738-744 Main St,55118,274833501007,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2005,Office/Warehouse,National Rods Ends,Office/warehouse and shell,A,750000,20247,2425 Waters Dr,55120,274485002200,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2006,Manufacturing,Lloyd's BBQ Company,Pre-treatment for grease,N,533000,1200,1455 Mendota Hgts Rd,55120,270330006078,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2006,Office,Mendota Place,Office and shell (spec),N,2300000,41200,1191 Northland Dr,55120,274825302001,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Arts Entertainment and Recreation,Mendakota Country Club,Dining room addition,A,850000,772,2075 Mendakota Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Medical--Commercial,Patterson Dental,Dental clinic,A,4000000,76113,1031 Mendota Heights Rd,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Office,Waters Drive Business Park,Office; shell.  6 street #s,N,600000,,2269-2279 Waters Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Office,Centre Pointe Office,Office; shell,N,1100000,30586,1175 Centre Pointe Cir,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Office,Gabriel Financial,Office; shell,N,1200000,10384,1171 Northland Dr,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Office,Office Building,Office; shell,N,1500000,15004,1200 Centre Pointe Cirve,55120,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2007,Office,Village at Mendota Heights,Office; shell,N,7243000,40340,750 Main St,55118,,Developed Communities
037,41696,02395097,03702395097,Mendota Heights,2008,Arts Entertainment and Recreation,Somerset Country Club,Country club; pool building,A,500000,835,1416 Dodd Rd,55118,,Developed Communities
